district,division,season,year,rainfall_mm_seasonal,temp_max_avg_C,temp_min_avg_C,humidity_avg_pct,dry_spell_days,rainfall_deviation_pct,onset_monsoon_deviation_days,fog_days,soil_type,soil_pH,organic_carbon_pct,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_moisture_pct,ec_dS_m,crop_name,sowing_date_deviation,irrigation_type,seed_variety,fertilizer_kg_ha,pesticide_applications,previous_crop,ndvi_sowing,ndvi_peak,ndvi_delta,ndvi_stress_weeks,humidity_streak_days,temp_disease_window,prev_season_disease,pest_alert_issued,yield_kg_per_hectare,disease_risk_score,disease_risk_label,scenario,rainfall_adequacy_ratio,growing_degree_days,vapour_pressure_deficit,soil_crop_suitability_score,irrigation_efficiency_score,pest_pressure_index,yield_lag_1yr,ndvi_anomaly,crop_name_encoded,irrigation_type_encoded,seed_variety_encoded,previous_crop_encoded,season_encoded,soil_type_Deep Black Cotton,soil_type_Laterite,soil_type_Medium Black,soil_type_Red,soil_type_Red Laterite,division_Aurangabad,division_Konkan,division_Nagpur,division_Nashik,division_Pune
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2018,-0.5217610550250874,-0.13018451668432152,-0.536109992118311,0.25560185091287385,2.3339881768629804,-1.1628511422153631,0.21248301542920622,-0.20729425193692047,Deep Black Cotton,8.5,0.78,237.4,31.9,352.3,28.3,0.47,Tur Dal,-3,sprinkler,HYV,239.5,5,Cotton,0.08571428571428569,0.18181818181818188,0.41935483870967744,0.2,15,2,0,0,491.2,0.373,Medium,drought,0.702,1854.0,1.798,0.5,0.85,1.0,768.6,-0.225,7,4,2,0,0,True,False,False,False,False,True,False,False,False,False
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2018,-0.515029176617729,-0.3530433791898768,0.017505632395700646,-0.49004845327453206,2.7449130263733035,-1.1339175270562154,-0.25753405913769367,-0.20729425193692047,Medium Black,7.4,0.37,161.2,14.7,299.4,18.4,0.6,Jowar,1,furrow,Hybrid,289.7,1,Tur Dal,0.2,0.036363636363636376,0.22580645161290325,0.0,8,7,0,0,561.4,0.06,Low,drought,0.714,1896.0,2.438,0.8,0.65,1.867,1637.3,-0.305,2,2,3,7,0,False,False,True,False,False,True,False,False,False,False
Jalna,Aurangabad,Kharif,2018,-0.5402379127814542,-0.3530433791898768,-0.19542345395584249,-0.15003191456507498,2.607938076536529,-1.2380785416291469,0.44749155271265617,-0.20729425193692047,Deep Black Cotton,7.3,0.65,250.5,29.8,341.4,37.0,0.68,Soybean,1,rainfed,HYV,85.9,1,Rice,0.05714285714285722,0.054545454545454564,0.32258064516129037,0.2,0,19,1,0,358.1,0.551,High,drought,0.595,1866.0,2.119,1.0,0.4,0.0,1636.5,-0.259,5,3,2,4,0,True,False,False,False,False,True,False,False,False,False
Jalna,Aurangabad,Kharif,2018,-0.5176073428162917,-0.018755085431545162,0.31560635328786074,0.0050633487059054344,1.649113427679109,-1.1454909731198744,-0.02252552185424372,-0.20729425193692047,Medium Black,7.0,0.42,199.1,23.4,257.4,33.0,0.78,Cotton,0,furrow,Desi,256.6,3,Soybean,0.5428571428571429,0.10909090909090913,0.09677419354838712,0.2,5,5,1,1,164.0,0.565,High,drought,0.405,1992.0,2.074,0.9,0.65,0.833,413.2,-0.229,0,2,1,5,0,False,False,True,False,False,True,False,False,False,False
Jalna,Aurangabad,Kharif,2018,-0.44269729160249466,0.7241077895869709,0.5285354396394039,0.48824474581934385,2.881887976210078,-0.8359012909169949,0.44749155271265617,-0.20729425193692047,Medium Black,6.7,0.45,213.6,21.1,415.5,27.8,0.36,Tur Dal,-3,canal,Hybrid,274.6,0,Soybean,0.5142857142857145,0.2727272727272727,0.25806451612903225,0.6000000000000001,5,0,0,0,602.4,0.419,Medium,drought,0.84,2142.0,1.783,0.9,0.6,0.0,1152.6,-0.139,7,0,3,5,0,False,False,True,False,False,True,False,False,False,False
Jalna,Aurangabad,Kharif,2018,-0.46017152917053145,-0.5016159541935795,0.4433638050987869,1.120556203770264,1.238188578168786,-0.908235328814864,-0.02252552185424372,-0.20729425193692047,Deep Black Cotton,7.6,0.69,224.7,29.8,498.8,25.2,0.87,Jowar,3,furrow,BT,162.0,4,Cotton,0.11428571428571438,0.036363636363636376,0.2741935483870968,0.2,9,0,0,0,547.6,0.199,Low,drought,0.81,1932.0,0.908,0.8,0.65,0.0,1332.5,-0.269,2,2,0,0,0,True,False,False,False,False,True,False,False,False,False
Beed,Aurangabad,Kharif,2018,-0.4398326624929804,-0.6130453854463559,-0.6638674439292372,0.01102855113940434,2.060038277189432,-0.8243278448533359,0.9175086272795561,-0.20729425193692047,Deep Black Cotton,8.0,0.67,276.1,22.4,339.1,30.4,0.7,Soybean,0,drip,Hybrid,123.0,3,Grapes,0.5142857142857145,0.1636363636363637,0.16129032258064518,0.0,5,16,1,0,793.1,0.529,High,drought,0.751,1758.0,1.893,0.8,1.0,2.667,1459.8,-0.223,5,1,3,1,0,True,False,False,False,False,True,False,False,False,False
Beed,Aurangabad,Kharif,2018,-0.5330763400076687,0.5383920708323419,0.23043471874724378,1.0787997867357693,2.470963126699755,-1.2091449264699992,0.44749155271265617,-0.20729425193692047,Medium Black,6.6,0.61,225.7,18.9,280.6,25.0,0.4,Cotton,0,furrow,HYV,138.7,3,Sugarcane,0.5714285714285714,0.4363636363636364,0.3709677419354839,0.2,7,3,0,1,212.8,0.341,Medium,drought,0.39,2070.0,1.103,1.0,0.65,0.7,242.4,-0.073,0,2,2,6,0,False,False,True,False,False,True,False,False,False,False
Beed,Aurangabad,Kharif,2018,-0.4560178169617358,-0.09304137293339518,0.741464525990947,-0.31705758270305406,1.9230633273526576,-0.8908751597193754,-2.137602357405293,-0.20729425193692047,Medium Black,7.1,0.33,161.2,23.2,386.8,27.7,0.66,Tur Dal,-7,furrow,BT,115.9,2,Sugarcane,0.31428571428571433,0.4363636363636364,0.5161290322580646,0.6000000000000001,3,0,0,0,587.4,0.295,Medium,drought,0.817,2040.0,2.365,0.9,0.65,0.0,1057.2,-0.073,7,2,0,6,0,False,False,True,False,False,True,False,False,False,False
Beed,Aurangabad,Kharif,2018,-0.507581140932992,0.6126783583341945,-0.40835254030738566,0.977391345366282,2.1970132270262064,-1.1049839118970677,-0.25753405913769367,-0.20729425193692047,Deep Black Cotton,7.7,0.77,253.0,22.5,330.2,39.6,0.83,Jowar,-9,sprinkler,BT,145.9,5,Tur Dal,0.39999999999999997,0.36363636363636365,0.40322580645161293,0.4,4,2,0,0,690.9,0.332,Medium,drought,0.727,1992.0,1.225,0.8,0.85,0.267,1220.6,-0.113,2,4,0,7,0,True,False,False,False,False,True,False,False,False,False
Latur,Aurangabad,Kharif,2018,-0.450431790198183,0.6498215020851208,0.5711212569097132,0.5419315677208374,1.7860883775158833,-0.8677282675920573,-0.7275511337045936,-0.20729425193692047,Deep Black Cotton,7.1,0.74,250.3,26.3,477.9,22.2,0.94,Soybean,-3,canal,BT,125.3,4,Rice,0.11428571428571438,0.2727272727272727,0.48387096774193555,0.2,4,5,1,0,688.1,0.432,Medium,drought,0.735,2136.0,1.705,1.0,0.6,0.667,1122.7,-0.158,5,0,0,4,0,True,False,False,False,False,True,False,False,False,False
Latur,Aurangabad,Kharif,2018,-0.5501208832092782,0.7241077895869709,0.9969794296127994,0.7626440577603095,1.5121384778423346,-1.2814789643678683,-0.25753405913769367,-0.20729425193692047,Deep Black Cotton,8.1,0.61,278.1,19.9,491.4,30.3,0.43,Cotton,-6,drip,HYV,83.8,1,Cotton,0.08571428571428569,0.054545454545454564,0.3064516129032258,0.0,5,6,0,1,168.4,0.266,Medium,drought,0.373,2208.0,1.481,0.8,1.0,1.0,326.9,-0.278,0,1,2,0,0,True,False,False,False,False,True,False,False,False,False
Latur,Aurangabad,Kharif,2018,-0.5435322362573956,0.5755352145832682,0.14526308420662684,-1.1163947087919526,2.470963126699755,-1.2525453492087206,-0.7275511337045936,-0.20729425193692047,Medium Black,6.8,0.36,154.2,20.5,307.4,34.7,0.35,Tur Dal,-1,rainfed,Desi,185.2,2,Sugarcane,0.31428571428571433,0.2727272727272727,0.3709677419354839,0.2,7,6,1,0,377.5,0.427,Medium,drought,0.664,2064.0,3.469,0.9,0.4,1.4,817.5,-0.158,7,3,1,6,0,False,False,True,False,False,True,False,False,False,False
Latur,Aurangabad,Kharif,2018,-0.5160317968060589,-0.20447080418617417,0.8266361605315655,-1.1223599112254519,0.8272637286584631,-1.139704250088045,-0.25753405913769367,-0.20729425193692047,Medium Black,7.7,0.57,162.7,25.9,321.7,31.1,0.77,Jowar,-3,sprinkler,Hybrid,204.9,7,Cotton,0.11428571428571438,0.09090909090909094,0.32258064516129037,0.8,1,4,0,0,542.2,0.353,Medium,drought,0.712,2034.0,3.098,0.7,0.85,0.133,1073.5,-0.258,2,4,3,0,0,False,False,True,False,False,True,False,False,False,False
Dharashiv,Aurangabad,Kharif,2018,-0.4987007906934979,-0.09304137293339518,-0.15283763668553327,0.9117741185977907,2.881887976210078,-1.067370212190176,1.387525701846456,-0.20729425193692047,Medium Black,7.3,0.39,174.7,26.2,388.0,32.5,0.44,Soybean,8,rainfed,HYV,184.9,3,Grapes,0.14285714285714296,0.018181818181818188,0.24193548387096775,0.6000000000000001,5,5,1,0,595.1,0.644,High,drought,0.66,1914.0,1.168,0.9,0.4,0.833,1398.0,-0.3,5,3,2,1,0,False,False,True,False,False,True,False,False,False,False
Dharashiv,Aurangabad,Kharif,2018,-0.4452754578010575,0.018388058319381166,-0.536109992118311,0.9416001307652868,1.7860883775158833,-0.8445813754647391,1.1525171645630061,-0.20729425193692047,Deep Black Cotton,8.4,0.65,271.1,15.1,478.1,34.4,0.45,Cotton,-4,sprinkler,Hybrid,261.2,5,Sugarcane,0.028571428571428636,0.1454545454545455,0.41935483870967744,0.6000000000000001,4,4,0,0,165.2,0.355,Medium,drought,0.477,1878.0,1.158,0.8,0.85,0.533,411.4,-0.23,0,4,3,6,0,True,False,False,False,False,True,False,False,False,False
Dharashiv,Aurangabad,Kharif,2018,-0.43768419066084474,0.7612509333378972,-0.32318090576676795,0.6194791993563273,1.5121384778423346,-0.8156477603055915,-0.02252552185424372,-0.20729425193692047,Medium Black,6.9,0.46,176.1,21.5,296.0,17.7,0.73,Tur Dal,-3,sprinkler,HYV,149.8,0,Cotton,0.28571428571428575,0.18181818181818188,0.3064516129032258,0.2,4,4,0,0,568.4,0.215,Low,drought,0.849,2028.0,1.647,0.8,0.85,0.533,875.6,-0.21,7,4,2,0,0,False,False,True,False,False,True,False,False,False,False
Dharashiv,Aurangabad,Kharif,2018,-0.511018695864409,-0.5759022416954321,-0.15283763668553327,-0.2812663681020585,1.5121384778423346,-1.1194507194766417,0.21248301542920622,-0.20729425193692047,Medium Black,7.4,0.58,226.3,16.7,378.1,27.4,0.43,Jowar,0,canal,Hybrid,138.9,3,Grapes,0.11428571428571438,0.036363636363636376,0.2741935483870968,0.4,4,6,0,0,517.5,0.336,Medium,drought,0.721,1836.0,2.169,0.9,0.6,0.8,1198.1,-0.29,2,0,3,1,0,False,False,True,False,False,True,False,False,False,False
Nanded,Aurangabad,Kharif,2018,-0.5124510104191661,-0.5387590979445058,0.5285354396394039,-0.6570741214125106,1.649113427679109,-1.1252374425084712,-1.6675852828383932,-0.20729425193692047,Medium Black,7.2,0.62,151.3,26.8,285.7,24.2,0.47,Soybean,0,canal,Hybrid,102.0,9,Sugarcane,0.5714285714285714,0.054545454545454564,0.03225806451612904,0.6000000000000001,4,24,1,1,620.1,1.0,Critical,drought,0.638,1938.0,2.524,1.0,0.6,3.2,1460.5,-0.264,5,0,3,6,0,False,False,True,False,False,True,False,False,False,False
Nanded,Aurangabad,Kharif,2018,-0.47864838692689826,0.31553320832678916,0.6988787087206393,0.4285927214843514,1.9230633273526576,-0.9834627282286479,1.1525171645630061,-0.20729425193692047,Medium Black,6.6,0.58,220.8,12.3,378.6,15.7,0.78,Cotton,-10,canal,Hybrid,267.8,2,Onion,0.5142857142857145,0.18181818181818188,0.17741935483870971,0.4,3,4,1,0,147.6,0.439,Medium,drought,0.444,2100.0,1.741,0.8,0.6,0.4,389.5,-0.194,0,0,3,3,0,False,False,True,False,False,True,False,False,False,False
Nanded,Aurangabad,Kharif,2018,-0.5157453338951075,-0.2787570916880242,0.4007779878284792,-0.23950995106756365,2.470963126699755,-1.1368108885721302,-1.4325767455549432,-0.20729425193692047,Medium Black,7.0,0.59,226.2,27.3,287.7,29.1,0.22,Tur Dal,1,rainfed,BT,209.5,1,Rice,0.2285714285714286,0.054545454545454564,0.22580645161290325,0.4,3,3,0,0,351.5,0.316,Medium,drought,0.712,1962.0,2.228,0.9,0.4,0.3,1148.7,-0.264,7,3,0,4,0,False,False,True,False,False,True,False,False,False,False
Nanded,Aurangabad,Kharif,2018,-0.5730379160853921,0.7241077895869709,-0.2380092712261502,-0.006867056161093222,1.9230633273526576,-1.3740665328771406,1.622534239129906,-0.20729425193692047,Medium Black,7.2,0.57,231.1,23.6,409.4,18.8,0.37,Jowar,3,sprinkler,Desi,107.2,2,Onion,0.2285714285714286,0.1454545454545455,0.3064516129032258,0.4,4,0,1,0,670.3,0.397,Medium,drought,0.612,2034.0,2.326,0.8,0.85,0.0,983.4,-0.214,2,4,1,3,0,False,False,True,False,False,True,False,False,False,False
Parbhani,Aurangabad,Kharif,2018,-0.505575900556332,0.5012489270814181,-0.32318090576676795,-0.012832258594592126,1.7860883775158833,-1.0963038273493235,-1.902593820121843,-0.20729425193692047,Deep Black Cotton,7.8,0.49,208.0,21.4,307.6,38.3,1.11,Soybean,0,furrow,BT,292.6,4,Onion,0.5428571428571429,0.38181818181818183,0.33870967741935487,0.2,2,0,1,0,632.8,0.316,Medium,drought,0.649,1986.0,2.258,0.7,0.65,0.0,1438.2,-0.089,5,2,0,3,0,True,False,False,False,False,True,False,False,False,False
Parbhani,Aurangabad,Kharif,2018,-0.5276335446995916,0.7612509333378972,-0.025080184874607076,-0.6511089189790114,3.018862926046852,-1.1859980343426813,-0.7275511337045936,-0.20729425193692047,Deep Black Cotton,7.8,0.71,235.7,26.9,366.6,22.5,0.91,Cotton,-1,drip,Desi,221.6,2,Onion,0.14285714285714296,0.2545454545454545,0.45161290322580644,0.4,2,6,0,0,233.2,0.31,Medium,drought,0.395,2070.0,3.051,1.0,1.0,0.4,369.5,-0.159,0,1,1,3,0,True,False,False,False,False,True,False,False,False,False
Parbhani,Aurangabad,Kharif,2018,-0.4378274221163205,-0.3530433791898768,0.741464525990947,0.9833565477997809,0.4163388791481402,-0.8156477603055915,-0.7275511337045936,-0.20729425193692047,Medium Black,6.7,0.47,180.8,19.1,390.4,16.7,0.8,Tur Dal,4,rainfed,Desi,83.2,3,Soybean,0.3714285714285715,0.10909090909090913,0.19354838709677424,0.2,5,4,0,0,401.3,0.152,Low,drought,0.848,1998.0,1.057,0.8,0.4,0.667,1004.9,-0.239,7,3,1,5,0,False,False,True,False,False,True,False,False,False,False
Parbhani,Aurangabad,Kharif,2018,-0.4464213094448632,0.2783900645758628,0.1026772669363176,-1.0448122795899615,1.649113427679109,-0.8503680984965687,1.622534239129906,-0.20729425193692047,Medium Black,7.4,0.69,215.1,18.3,377.2,28.8,0.44,Jowar,7,drip,BT,99.2,2,Sugarcane,0.028571428571428636,0.4363636363636364,0.6774193548387097,0.0,3,5,0,0,865.2,0.0,Low,drought,0.833,2010.0,3.248,1.0,1.0,0.5,1230.9,-0.059,2,1,0,6,0,False,False,True,False,False,True,False,False,False,False
Hingoli,Aurangabad,Kharif,2018,-0.5262012301448344,-0.5387590979445058,-0.0676660021449163,-0.7465521579149994,1.7860883775158833,-1.1802113113108517,-0.4925425964211436,-0.20729425193692047,Deep Black Cotton,7.5,0.69,254.6,23.1,418.7,29.4,0.56,Soybean,4,rainfed,HYV,179.3,1,Jowar,0.3428571428571429,0.38181818181818183,0.45161290322580644,0.2,8,18,0,0,597.7,0.516,High,drought,0.617,1854.0,2.605,1.0,0.4,4.8,1381.9,-0.106,5,3,2,2,0,True,False,False,False,False,True,False,False,False,False
Hingoli,Aurangabad,Kharif,2018,-0.5171776484498646,0.5755352145832682,0.741464525990947,0.9833565477997809,2.060038277189432,-1.1454909731198744,-0.25753405913769367,-0.20729425193692047,Medium Black,6.8,0.5,202.4,18.3,400.0,33.1,0.33,Cotton,-15,rainfed,Desi,266.2,10,Sugarcane,0.0,0.07272727272727275,0.3709677419354839,0.0,0,4,0,1,123.6,0.047,Low,drought,0.406,2148.0,1.212,0.9,0.4,0.0,456.8,-0.276,0,3,1,6,0,False,False,True,False,False,True,False,False,False,False
Hingoli,Aurangabad,Kharif,2018,-0.44513222634558175,0.4269626395795655,-0.4509383575776941,-0.2812663681020585,0.9642386784952375,-0.8445813754647391,0.9175086272795561,-0.20729425193692047,Deep Black Cotton,7.6,0.75,245.1,26.6,496.1,25.6,0.36,Tur Dal,-13,furrow,BT,193.6,3,Tur Dal,0.5142857142857145,0.07272727272727275,0.08064516129032259,0.2,6,1,1,1,529.6,0.586,High,drought,0.836,1956.0,2.516,0.8,0.65,0.2,988.0,-0.276,7,2,0,7,0,True,False,False,False,False,True,False,False,False,False
Hingoli,Aurangabad,Kharif,2018,-0.44241082869154325,0.5012489270814181,0.6562928914503301,-0.9434038382204747,1.7860883775158833,-0.8330079294010801,-0.9625596709880434,-0.20729425193692047,Medium Black,7.0,0.43,152.4,25.8,316.1,21.5,0.61,Jowar,3,sprinkler,Desi,171.7,4,Grapes,0.11428571428571438,0.1636363636363637,0.38709677419354843,0.2,7,4,0,0,839.0,0.213,Low,drought,0.84,2124.0,3.248,0.9,0.85,0.933,1320.0,-0.226,2,4,1,1,0,False,False,True,False,False,True,False,False,False,False
Amravati,Amravati,Kharif,2018,-0.3510291600980393,0.5755352145832682,-0.0676660021449163,-0.7704129676489962,2.881887976210078,-0.8995552442671195,-1.1975682082714934,-0.20729425193692047,Deep Black Cotton,7.5,0.49,261.9,18.4,369.3,32.0,0.66,Soybean,-3,sprinkler,Desi,82.0,3,Tur Dal,0.028571428571428636,0.2545454545454545,0.5161290322580646,0.4,0,0,0,0,1134.3,0.176,Low,drought,0.889,2034.0,3.097,0.9,0.85,0.0,1270.0,-0.174,5,4,1,7,0,True,False,False,False,False,False,False,False,False,False
Amravati,Amravati,Kharif,2018,-0.42293135074684646,0.7612509333378972,-0.7064532611995458,0.822296082095302,1.7860883775158833,-1.1425976116039598,-0.02252552185424372,-0.20729425193692047,Deep Black Cotton,8.4,0.5,265.9,21.2,386.0,24.3,1.08,Cotton,7,sprinkler,Hybrid,141.3,1,Tur Dal,0.08571428571428569,0.2545454545454545,0.48387096774193555,0.2,2,1,0,0,170.6,0.141,Low,drought,0.5,1974.0,1.423,0.7,0.85,0.067,489.2,-0.174,0,4,3,7,0,True,False,False,False,False,False,False,False,False,False
Akola,Amravati,Kharif,2018,-0.36306060235799903,0.6869646458360471,-0.4935241748480026,0.5359663652873377,1.9230633273526576,-0.9400623054899265,0.9175086272795561,-0.20729425193692047,Medium Black,6.9,0.32,191.0,27.3,325.7,33.2,0.72,Soybean,0,rainfed,Desi,197.3,0,Cotton,0.42857142857142855,0.34545454545454546,0.3709677419354839,0.6000000000000001,3,4,1,0,628.3,0.633,High,drought,0.87,1992.0,1.721,0.9,0.4,0.4,1093.3,-0.111,5,3,1,0,0,False,False,True,False,False,False,False,False,False,False
Akola,Amravati,Kharif,2018,-0.34701867934471936,0.9098235083415999,-0.536109992118311,-0.36477920217104787,1.1012136283320118,-0.8879817982034606,-1.1975682082714934,-0.20729425193692047,Medium Black,6.6,0.66,213.5,15.7,253.7,29.5,0.71,Cotton,4,furrow,Hybrid,93.2,3,Tur Dal,0.28571428571428575,0.38181818181818183,0.48387096774193555,0.8,6,3,0,0,143.8,0.425,Medium,drought,0.575,2022.0,2.794,1.0,0.65,0.6,490.5,-0.091,0,2,3,7,0,False,False,True,False,False,False,False,False,False,False
Washim,Amravati,Kharif,2018,-0.4116160657642653,0.018388058319381166,-0.7916248957401627,0.9535305356322846,1.238188578168786,-1.1049839118970677,-0.25753405913769367,-0.20729425193692047,Deep Black Cotton,7.6,0.78,191.4,28.5,326.4,30.5,0.78,Soybean,-3,drip,Hybrid,114.8,4,Sugarcane,0.3428571428571429,0.1454545454545455,0.24193548387096775,0.6000000000000001,7,0,0,0,835.4,0.352,Medium,drought,0.795,1842.0,1.146,0.8,1.0,0.0,1309.0,-0.216,5,1,3,6,0,True,False,False,False,False,False,False,False,False,False
Washim,Amravati,Kharif,2018,-0.3868370239669672,0.6498215020851208,0.4007779878284792,-0.07248428292958499,1.649113427679109,-1.0210764279355398,0.44749155271265617,-0.20729425193692047,Deep Black Cotton,7.7,0.64,273.6,24.3,377.7,37.9,1.12,Cotton,-4,furrow,Desi,122.1,2,Jowar,0.17142857142857143,0.2727272727272727,0.45161290322580644,0.2,3,6,0,0,179.8,0.279,Medium,drought,0.536,2112.0,2.373,1.0,0.65,0.6,558.5,-0.146,0,2,1,2,0,True,False,False,False,False,False,False,False,False,False
Buldhana,Amravati,Kharif,2018,-0.3326955337971482,0.9098235083415999,-0.7916248957401627,-0.6511089189790114,2.1970132270262064,-0.8387946524329096,1.387525701846456,-0.20729425193692047,Medium Black,6.8,0.35,221.2,23.3,349.6,23.5,0.39,Soybean,-1,rainfed,HYV,289.2,4,Soybean,0.28571428571428575,0.34545454545454546,0.45161290322580644,0.4,3,3,1,0,801.8,0.493,Medium,drought,0.917,1986.0,3.117,0.9,0.4,0.3,1235.0,-0.119,5,3,2,5,0,False,False,True,False,False,False,False,False,False,False
Buldhana,Amravati,Kharif,2018,-0.4687654164990741,0.5755352145832682,-1.0897256166323235,-0.8718214090184836,1.7860883775158833,-1.295945771947442,-1.4325767455549432,-0.20729425193692047,Medium Black,6.5,0.65,247.7,21.0,312.9,20.3,0.25,Cotton,-2,furrow,Hybrid,266.7,4,Jowar,0.2571428571428572,0.38181818181818183,0.5000000000000001,0.6000000000000001,4,6,0,0,179.4,0.428,Medium,drought,0.454,1890.0,3.206,1.0,0.65,0.8,432.5,-0.099,0,2,3,2,0,False,False,True,False,False,False,False,False,False,False
Yavatmal,Amravati,Kharif,2018,-0.423647508024225,0.5012489270814181,-0.3657667230370764,1.1384518110707618,2.881887976210078,-1.1454909731198744,-0.25753405913769367,-0.20729425193692047,Deep Black Cotton,8.2,0.48,203.2,16.0,337.6,27.6,0.66,Soybean,-3,canal,HYV,145.7,1,Rice,0.31428571428571433,0.2545454545454545,0.3548387096774194,0.4,0,3,0,0,563.2,0.18,Low,drought,0.776,1980.0,1.034,0.7,0.6,0.0,1245.0,-0.184,5,0,2,4,0,True,False,False,False,False,False,False,False,False,False
Yavatmal,Amravati,Kharif,2018,-0.3740894244296289,-0.09304137293339518,0.5285354396394039,0.43455792391785114,1.7860883775158833,-0.9776760051968183,0.21248301542920622,-0.20729425193692047,Deep Black Cotton,7.0,0.61,274.3,31.8,427.9,23.7,1.08,Cotton,6,rainfed,Desi,199.9,2,Tur Dal,0.5714285714285714,0.036363636363636376,0.01612903225806453,0.2,4,4,0,0,128.6,0.202,Low,drought,0.548,2010.0,1.633,1.0,0.4,0.533,410.3,-0.304,0,3,1,7,0,True,False,False,False,False,False,False,False,False,False
Nagpur,Nagpur,Kharif,2018,0.19554207399727583,1.2812549458508578,-0.2805950884964594,-0.24547515350106297,-0.6794607195460542,0.043680609921092614,-0.7275511337045936,-0.20729425193692047,Deep Black Cotton,7.6,0.55,215.2,32.7,311.9,39.4,0.31,Soybean,0,rainfed,BT,282.5,3,Tur Dal,0.39999999999999997,0.4363636363636364,0.467741935483871,0.2,6,5,1,0,1051.8,0.405,Medium,normal,1.737,2118.0,2.806,0.7,0.4,1.0,1172.2,-0.13,5,3,0,7,0,True,False,False,False,False,False,False,True,False,False
Nagpur,Nagpur,Kharif,2018,0.13337962232081707,0.5383920708323419,0.017505632395700646,0.822296082095302,-0.26853587003573137,-0.11834763497013404,0.6825000899961061,-0.20729425193692047,Deep Black Cotton,7.7,0.46,200.2,16.5,448.5,21.5,0.65,Cotton,-5,rainfed,Desi,120.1,1,Jowar,0.39999999999999997,0.709090909090909,0.7096774193548389,0.0,1,2,0,0,478.6,0.081,Low,normal,1.055,2040.0,1.378,0.9,0.4,0.067,433.3,0.02,0,3,1,2,0,True,False,False,False,False,False,False,True,False,False
Nagpur,Nagpur,Kharif,2018,0.039849481895177355,0.7612509333378972,-0.15283763668553327,1.1086257989032655,0.4163388791481402,-0.35849664079105925,-0.9625596709880434,-0.20729425193692047,Red Laterite,5.6,0.38,201.8,21.1,156.7,21.3,0.42,Rice,3,drip,Hybrid,254.1,5,Rice,0.9428571428571428,0.9454545454545453,0.6129032258064517,0.2,9,2,0,0,2879.6,0.299,Medium,normal,0.561,2052.0,1.107,0.9,1.0,0.6,1626.5,0.15,4,1,3,4,0,False,False,False,False,True,False,False,True,False,False
Wardha,Nagpur,Kharif,2018,0.3946337971085148,0.8726803645906761,-0.6638674439292372,-0.0009018537275943176,-0.4055108198725057,0.5529122367220907,-0.02252552185424372,-0.20729425193692047,Deep Black Cotton,7.7,0.46,255.8,32.8,405.6,20.6,0.63,Soybean,-8,sprinkler,Desi,192.0,3,Tur Dal,0.7142857142857144,0.6909090909090909,0.5161290322580646,0.2,7,7,0,0,1128.9,0.355,Medium,normal,2.046,1998.0,2.371,0.7,0.85,1.633,1265.1,-0.009,5,4,1,7,0,True,False,False,False,False,False,False,True,False,False
Wardha,Nagpur,Kharif,2018,0.03254467766591603,1.0212529395943788,0.06009144966600988,0.11840219494239056,-0.26853587003573137,-0.3758568098865478,0.44749155271265617,-0.20729425193692047,Red Laterite,6.2,0.59,170.4,18.9,239.9,21.1,0.15,Cotton,-3,drip,Hybrid,234.0,6,Rice,0.5142857142857145,0.38181818181818183,0.3548387096774194,0.2,2,0,0,0,555.8,0.132,Low,normal,0.954,2124.0,2.285,0.7,1.0,0.0,369.1,-0.179,0,1,3,4,0,False,False,False,False,True,False,False,True,False,False
